code,name,update_date,nav,nav_acc,dividend_ratio,volatility_20,momentum_20,drawdown,sharpe_20,mean_reversion
016608,中金安盈90天持有中短债C,2025-11-21,1.0866,1.0866,0.0,4.6284341288990544e-05,0.001105583195135429,0.0,1.193733487848231,0.0004097021143389356
022268,永赢迅利中高等级短债D,2025-11-21,1.0866,1.0866,0.0,8.400436276998251e-05,0.0016592920353981633,0.0,0.9868848652493564,0.0005847333938017718
970170,兴证资管金麒麟悦享添利30天滚动持有债券C,2025-11-21,1.086,1.086,0.0,6.602512415181178e-05,0.0013831258644536604,0.0,1.0467677385203014,0.00046061722708424217
014060,富国安慧短债债券C,2025-11-21,1.0861,1.0861,0.0,0.0001285160824657446,0.0017524441984873018,0.0,0.6812937187650991,0.000451359143707318
024851,华夏安裕中短债债券E,2025-11-21,1.0859,1.0859,0.0,0.00013522896810576755,0.0029555740278932596,0.0,1.0913365670814925,0.0009494225114530648
007870,鹏华尊信3个月定开发起式债券,2025-11-21,1.0862,1.2134,0.1171055054317805,0.0003160183432116545,0.003325327914280418,-0.0005765587678114842,0.5254497842673028,0.0006310368811117734
016260,汇添富中债1-5年政策性金融债指数A,2025-11-21,1.0856,1.0956,0.009211495946941792,0.000427085210805521,0.003791030975496934,-0.003365778222505264,0.44323162629441676,0.0007743648364614772
014281,农银金鸿短债债券C,2025-11-21,1.0859,1.0859,0.0,0.00012854655362724423,0.0019376268684259124,0.0,0.753035649808078,0.0005897204356559478
000914,中加纯债债券,2025-11-21,1.0855,1.6969,0.5632427452786736,0.00020062453821277548,0.0032347504621070833,0.0,0.8050293886462173,0.0008482546239097457
003867,招商招景纯债A,2025-11-21,1.0855,1.262,0.16259788116075552,0.00011692268714398965,0.0015685550839636964,0.0,0.6703222016565875,0.0005023249812202309
017665,兴银稳建90天持有期中短债A,2025-11-21,1.0854,1.0854,0.0,0.00018436324491619016,0.003235049450041494,0.0,0.8760996650785821,0.0009452449567721789
009722,平安中债1-5年政策性金融债C,2025-11-21,1.0854,1.1858,0.09250046065966469,0.00033503555600433125,0.0030496257277514704,-0.0009267840593142647,0.4546208560138309,0.0006637902422832834
016300,浦银季季盈90天滚动持有中短债C,2025-11-21,1.0855,1.0855,0.0,0.00010542107367588696,0.0025861272744065467,0.0,1.2251162176468824,0.0010051548768453013
016881,山证资管裕景30天持有期债券发起式A,2025-11-21,1.0853,1.0853,0.0,0.00011696794670600094,0.002123730378577937,0.0,0.9069668220685206,0.0007192121860362215
970123,上证弘利债券C,2025-11-21,1.0855,1.0855,0.0,4.3326947052937617e-05,0.00055304636372,0.0,0.6380774582575857,0.00016124202427847536
016876,交银稳安30天滚动持有债券C,2025-11-21,1.085,1.085,0.0,9.68754949538528e-05,0.0017542239867047726,-9.215740484746934e-05,0.9046937419803177,0.00047487978164734515
016403,财通多利债券E,2025-11-21,1.0849,1.0849,0.0,8.931789485674996e-05,0.001661896408457153,0.0,0.9296354918811573,0.000507216304698509
003640,兴业裕丰债券,2025-11-21,1.0848,1.3388,0.23414454277286137,0.0018843639275618394,-0.0037652677013499947,0.0,-0.09918761645349317,-0.0041996557659208225
012469,中银证券安灏债券C,2025-11-21,1.0847,1.0847,0.0,0.00013814502777165135,0.0021249076127125566,0.0,0.7683762309563439,0.0006734503722426795
016526,招商鑫诚短债A,2025-11-21,1.0846,1.0846,0.0,5.5189080447076345e-05,0.001107624146206465,0.0,1.0029798875554476,0.00042429944472107377
024490,东吴中短债债券发起C,2025-11-21,1.0846,1.0846,0.0,0.00032242857892076857,0.0016623568526044075,-9.219138932422696e-05,0.25773653052812007,0.00018443378826999075
008108,国联安短债债券A,2025-11-21,1.0845,1.1725,0.08114338404794844,7.865308692312973e-05,0.0016625103906899863,0.0,1.0560664328019271,0.000599713982562199
016674,永赢安泰中短债A,2025-11-21,1.0841,1.0841,0.0,6.192123297154603e-05,0.0012005910602144176,0.0,0.9689272038316574,0.0004568085234011787
018496,恒生前海恒润纯债A,2025-11-21,1.0841,1.0841,0.0,0.0002986452068870955,0.003053293856402739,-0.005595303614015772,0.5105927335104086,0.0007939145526384577
023987,恒生前海恒润纯债E,2025-11-21,1.0841,1.0841,0.0,0.00029864520688710353,0.003053293856402739,-0.005595303614015772,0.5105927335103949,0.0007939145526384577
016933,景顺长城睿丰短债A,2025-11-21,1.0845,1.0845,0.0,4.515229992410351e-05,0.001200147710487487,0.0,1.3282639472201114,0.0004750988251682848
206015,鹏华纯债债券D,2025-11-21,1.084,1.6085,0.4838560885608855,0.0008717039025408416,-0.0022091310751104487,0.0,-0.12643150704592548,-0.0029891929179121407
017328,永赢季季享90天持有期中短债债券A,2025-11-21,1.0839,1.0839,0.0,9.225477045951673e-05,0.0019412090959511907,0.0,1.0511663782356422,0.0007201418125417545
016408,中泰稳固30天持有中短债C,2025-11-21,1.0837,1.0837,0.0,0.0001268383041930507,0.0020342117429497097,0.0,0.8011781629923825,0.0005909183240078794
004200,博时富瑞纯债债券A,2025-11-21,1.0839,1.3469,0.2426423101762154,0.0001859460366359427,0.0026827012025902874,0.0,0.7205362161160722,0.0007663401257537449
016748,申万菱信稳鑫60天滚动持有中短债债券A,2025-11-21,1.0837,1.0837,0.0,0.00012825805948729767,0.0034259259259259434,0.0,1.3334520682326363,0.00132592294863095
005513,南华瑞恒中短债债券A,2025-11-21,1.0836,1.5436,0.42451088962716893,0.0001482668885779698,0.001756494406951914,-6.477942605427802e-05,0.5919188690331941,0.0003785116184601034
013574,中邮鑫溢中短债债券C,2025-11-21,1.0836,1.0836,0.0,0.0002754835118497191,0.0029618659755645815,-9.227646027517858e-05,0.5369518934421885,0.0007388252678240783
020589,景顺长城睿丰短债债券F,2025-11-21,1.0835,1.0835,0.0,5.52466419735438e-05,0.0011087498845050447,0.0,1.0029526947193534,0.0004478238990224943
016261,汇添富中债1-5年政策性金融债指数C,2025-11-21,1.0829,1.0929,0.009234463015975629,0.0004191226760250628,0.003707479840578287,-0.003919066715275219,0.4417125332597135,0.0007393032067275777
016791,招商鑫利中短债债券C,2025-11-21,1.0829,1.0829,0.0,9.132372931281493e-05,0.0015723270440251014,0.0,0.8602546008044764,0.0004711795193968999
017307,招商鑫嘉中短债债券A,2025-11-21,1.0834,1.0834,0.0,8.994353895396799e-05,0.0018494544109488587,0.0,1.0272602673712519,0.0005494987555468446
003500,鑫元聚利债券,2025-11-21,1.0834,1.3033,0.20297212479232046,0.00039153012209794397,0.0034268778364359154,0.0,0.4371014791442444,0.0007528277225344987
017432,交银稳安60天滚动持有债券A,2025-11-21,1.0829,1.0829,0.0,0.00010068750411770886,0.0015723270440251014,0.0,0.780260797283471,0.0004989097897187488
009405,平安惠隆纯债C,2025-11-21,1.0827,1.1877,0.0969797727902466,0.00029521452580117996,0.0023143862247732017,-0.0035237855524792193,0.39169372281502585,0.0003233704439412855
006695,新华鑫日享中短债C,2025-11-21,1.0828,1.1846,0.09401551533062441,5.5291400091905925e-05,0.001109467455621349,0.0,1.002789068322607,0.00038341255653030504
020991,西部利得合赢债券E,2025-11-21,1.0826,1.0826,0.0,0.00021449206292433143,0.0024074074074074137,-0.0003693444136657026,0.5606491292475526,0.0006377609967556056
008106,博时富瑞纯债债券C,2025-11-21,1.0826,1.2213,0.12811749491963795,0.00019789332179359325,0.0026859312772065103,0.0,0.6778607985885499,0.0007395082270291495
675051,西部利得合赢债券A,2025-11-21,1.0826,1.2776,0.18012192869019034,0.00021449206292412443,0.0024074074074074137,-0.0003129890453833771,0.5606491292480937,0.000637760996755811
008109,国联安短债债券C,2025-11-21,1.082,1.16,0.07208872458410337,8.095041805147641e-05,0.0015736369526984095,0.0,0.971288464568541,0.000568715119962136
016484,国泰利盈60天滚动持有中短债C,2025-11-21,1.0817,1.0817,0.0,7.519953225482781e-05,0.001574074074074172,0.0,1.0458523056293019,0.00054110802273584
018086,汇添富稳合4个月持有债券C,2025-11-21,1.0817,1.0817,0.0,9.774864159370586e-05,0.001481344319970379,0.0,0.7572451787136331,0.0004439429533307357
008426,华安安敦债券A,2025-11-21,1.0816,1.0816,0.0,0.00011236600716797352,0.0018525379770284456,0.0,0.8236608891250606,0.0005781817340825418
007912,新华鑫日享中短债B,2025-11-21,1.0816,1.1488,0.06213017751479304,5.43277785223147e-05,0.001203369434416235,0.0,1.1069016583882563,0.0004254768115136846
022088,永赢安泰中短债D,2025-11-21,1.0815,1.0815,0.0,6.296817891548831e-05,0.0011108025548458578,0.0,0.8815996960757138,0.0003977540769792247
022375,招商鑫诚短债D,2025-11-21,1.0815,1.0815,0.0,6.297082506681381e-05,0.0011108025548458578,0.0,0.8815626521281466,0.00043014333485959076
013228,中邮鑫享30天滚动持有短债债券C,2025-11-21,1.0815,1.0815,0.0,7.277144817319739e-05,0.001388888888888662,0.0,0.9536870401906045,0.0005180676078227227
017456,建信宁安30天持有期中短债债券A,2025-11-21,1.0809,1.0809,0.0,0.00016485910966305988,0.0037143653078279826,0.0,1.1246226839852973,0.0010604257447290836
003179,山证资管裕利3个月定开债券发起式,2025-11-21,1.0807,1.2987,0.20172110669010823,0.001593412703540101,0.0021327893175073775,-0.0327697922097267,0.06761383669209117,-0.0024046782762010407
002279,浙商惠盈纯债A,2025-11-21,1.0809,1.3344,0.2345267832361921,0.00030348735522583596,0.003248561351401502,0.0,0.5345253920166795,0.0007638358447328691
007383,国融稳益债券A,2025-11-21,1.0807,1.0807,0.0,0.00018798592756373838,0.002411650125220266,0.0,0.6407999569049921,0.0006527807999110696
017447,民生加银恒宁债券,2025-11-21,1.0807,1.0937,0.012029240307208198,0.0005502246917826341,0.004834960483496076,-0.004188290995174505,0.4386177246779989,0.000907642722187216
007073,海富通上清所短融债券C,2025-11-21,1.0806,1.1419,0.05672774384601139,4.6532864084955315e-05,0.0007408779403592636,0.0,0.7958223959135607,0.00031010909360200894
007616,富国投资级信用债债券型A,2025-11-21,1.0806,1.2236,0.1323338885804183,0.0002965860569440178,0.004275092936802949,0.0,0.7193984745633354,0.0010328999476602056
007901,汇添富中短债A,2025-11-21,1.0806,1.1595,0.0730149916712937,7.879936679772002e-05,0.0013900472616068527,0.0,0.8814723506830356,0.00045828877747988587
021412,富国泓利纯债债券型发起式D,2025-11-21,1.0806,1.1006,0.01850823616509348,0.00016432923612156577,0.002318894351173384,0.0,0.704865596559806,0.0005694523535049396
007342,国投瑞银顺臻纯债债券A,2025-11-21,1.0805,1.2105,0.12031466913465978,0.0002541869096447767,0.002970388935301216,-0.0007429420505201609,0.5835901628108624,0.0007826574229730651
017315,国泰利享安益短债债券C,2025-11-21,1.0806,1.0806,0.0,5.702698266261137e-05,0.0014828544949028188,0.0,1.29924630967837,0.0004907089355318816
021430,富国投资级信用债债券型E,2025-11-21,1.0804,1.1074,0.024990744168826278,0.00029664617446856386,0.004275887711470583,0.0,0.7193861565807483,0.0010609170214640412
008548,浙商惠盈纯债C,2025-11-21,1.0804,1.1859,0.09764901888189552,0.00031148269976384184,0.00306378237860927,-0.0005899207820665303,0.4912398089140426,0.000685400959561309
007197,富国中债1-5年农发行债券指数A,2025-11-21,1.0801,1.2341,0.14257939079714832,0.000389743846787007,0.0040903597657337976,-0.0002430330524951126,0.5239179813967109,0.0010148238423362897
017666,兴银稳建90天持有期中短债C,2025-11-21,1.0801,1.0801,0.0,0.00019531012547130964,0.0031577969722300647,0.0,0.8072885080836613,0.0009035097880228614
024971,东方红短债债券D,2025-11-21,1.08,1.08,0.0,6.638471190948825e-05,0.0013908205841446364,0.0,1.0468859518892757,0.00047244532140178273
015534,红塔红土瑞鑫纯债债券C,2025-11-21,1.0796,1.0796,0.0,0.00012976375712334934,0.002227998514667595,0.0,0.8576369931215756,0.0008436158673946791
013823,南方月月享30天滚动持有债券发起C,2025-11-21,1.0804,1.0804,0.0,0.00022143705695518235,0.0021333828030793978,-0.000555041628122048,0.48133084507865076,0.0005139626520471559
021221,富国中债1-5年农发行债券指数E,2025-11-21,1.0798,1.1338,0.05000926097425432,0.00039560842002243565,0.004091500836898021,-0.0003526714865104725,0.5163005157332516,0.0009640698579852348
015009,汇安永利30天持有期短债C,2025-11-21,1.0791,1.0791,0.0,4.660622243245425e-05,0.0011132758140828258,0.0,1.193733485743764,0.0005006675567423092
017438,博时安悦短债A,2025-11-21,1.0794,1.0794,0.0,0.00014433544058672557,0.001856320772229525,0.0,0.6425600647594257,0.0006211007388317266
016947,国泰利安中短债债券A,2025-11-21,1.079,1.079,0.0,5.10321425620602e-05,0.0013921113689094877,0.0,1.363078574142072,0.0005007139810470346
016882,山证资管裕景30天持有期债券发起式C,2025-11-21,1.0791,1.0791,0.0,0.00012001903489925778,0.0020429009193054792,0.0,0.8503059534233472,0.0006862272339478124
022201,国泰利安中短债债券F,2025-11-21,1.0789,1.0789,0.0,5.924604214660418e-05,0.0013922405791721992,0.0,1.174216872390887,0.0004961214431103847
004400,金信民兴债券A,2025-11-21,1.0787,2.8133,1.608046722907203,0.0003022475885661522,0.007001493651979107,0.0,1.1545471074171565,0.001992466710943764
009457,红土创新纯债A,2025-11-21,1.0786,1.1826,0.09642128685332847,0.0002703111480264708,0.0028823802882380622,0.0,0.5325594697392589,0.0004916192826070121
005712,兴全祥泰定期开放债券,2025-11-21,1.0786,1.3877,0.28657519006119037,0.00019366131178151177,0.003442180667969197,0.0,0.8873536351719125,0.001030171973753765
016537,上银慧鑫利债券,2025-11-21,1.0785,1.1985,0.11126564673157152,0.00013629212567730238,0.0019509476031214223,-0.002496878901373378,0.7151250956314181,0.0005148685693610166
003953,兴业嘉瑞6个月定开债C,2025-11-21,1.0783,1.3465,0.2487248446628953,0.00017178720427661517,0.0028831845238095344,0.0,0.838107722146666,0.000700666793498034
017443,嘉实30天持有期中短债债券A,2025-11-21,1.0783,1.0783,0.0,8.660452131034736e-05,0.0012070566388115989,0.0,0.696520426420342,0.0004267794848956291
016663,平安元福短债发起式C,2025-11-21,1.0782,1.0782,0.0,8.30318293755277e-05,0.001486160133754355,0.0,0.8943422826660931,0.00048251800163320836
016749,申万菱信稳鑫60天滚动持有中短债债券C,2025-11-21,1.0781,1.0781,0.0,0.00013011381859275113,0.0033503955328060275,0.0,1.2855037198298966,0.0012630718650742314
016527,招商鑫诚短债C,2025-11-21,1.0781,1.0781,0.0,5.6129269496666524e-05,0.0010213556174560878,0.0,0.9094099909369389,0.0003897260782420244
014379,创金合信尊睿债券C,2025-11-21,1.0778,1.1221,0.0411022453145296,0.00033030238426186363,0.003538175046554848,0.0,0.5348551128045508,0.000803205393083049
016934,景顺长城睿丰短债C,2025-11-21,1.0778,1.0778,0.0,4.738376145540496e-05,0.0010216401968980993,0.0,1.077548555168206,0.000422334535362483
024850,华夏安裕中短债债券C,2025-11-21,1.0777,1.0777,0.0,0.0001398450219740667,0.0027914766911696365,0.0,0.9968062333386715,0.0008636941965321054
016094,华泰紫金添鑫30天滚动中短债发起C,2025-11-21,1.0776,1.0776,0.0,8.129266043368094e-05,0.0015800724974437408,0.0,0.97115199770299,0.0005849745118249632
011661,华富中债1-3年国开债A,2025-11-21,1.0775,1.1225,0.04176334106728553,0.0001739073685564051,0.0021391369047618625,0.0,0.6144804723684072,0.0005199918286997362
019285,平安惠旭纯债A,2025-11-21,1.0775,1.0975,0.01856148491879352,0.0005162010955966476,0.004662004662004504,-0.0010012743491717648,0.450816579371281,0.0012079539119123574
017308,招商鑫嘉中短债债券C,2025-11-21,1.0774,1.0774,0.0,8.776304363208787e-05,0.0017666201766619594,0.0,1.00566965377097,0.000529331463647892
006497,银华安盈短债债券C,2025-11-21,1.0771,1.1751,0.09098505245566808,0.00010123766622892341,0.0015808071415288616,0.0,0.7802030499604963,0.00045048601403479307
008042,兴业中证银行50金融债指数A,2025-11-21,1.0767,1.2007,0.11516671310485754,0.0002673684119250081,0.002887481371087741,0.0,0.5393695105653616,0.0007156599407024039
006509,国联安增盈纯债A,2025-11-21,1.0767,1.2095,0.1233398346800409,0.0001329458653897145,0.0026073191172362176,0.0,0.979445035548126,0.0007342621594743691
012403,东方中债1-5年政策性金融债A,2025-11-21,1.0767,1.1815,0.09733444784991177,0.0009061273654647487,0.007580011229646244,-0.014102136181575364,0.4171952986926823,0.0012088525199926343
017433,交银稳安60天滚动持有债券C,2025-11-21,1.0767,1.0767,0.0,9.475591591219985e-05,0.0013950892857144126,0.0,0.7357065369488688,0.0004274139597115001
015488,蜂巢丰泰三个月定开债C,2025-11-21,1.0766,1.0966,0.018577001671930167,0.0003433073431883059,0.002887750349324758,-0.001275045537340681,0.4201652197909091,0.0006227170912605359
017101,华宝宝通30天持有期短债C,2025-11-21,1.0763,1.0763,0.0,6.23770732034733e-05,0.0012093023255814739,0.0,0.968821655009531,0.00042757287328982655
006831,鹏扬利沣短债E,2025-11-21,1.0765,1.1165,0.0371574547143521,6.38013818829939e-05,0.0010228752092245053,0.0,0.8012500644863019,0.00022299444372179397
006520,汇安短债债券C,2025-11-21,1.0761,1.1711,0.08828175820091066,5.622999397687819e-05,0.0008370535714286031,0.0,0.7440432723583142,0.00025096901926883656
014911,东方红短债债券C,2025-11-21,1.0762,1.0962,0.018583906337112075,5.9397653454235676e-05,0.0013957383455849293,0.0,1.1741603216687475,0.0005206202818788034
016675,永赢安泰中短债C,2025-11-21,1.0758,1.0758,0.0,6.382832820916769e-05,0.0010235414534289777,0.0,0.8014332250055737,0.0004138168325808953
015629,招商添兴6个月定开债,2025-11-21,1.0758,1.1152,0.036623907789551845,0.0003863635945309176,0.001862544235425645,-0.0002689376961003738,0.2410056930905404,0.00027894002789397205
019939,长信120天滚动持有债券A,2025-11-21,1.0755,1.0755,0.0,0.00017202650352569088,0.0019564002235885614,-9.297136481962532e-05,0.5681873397909429,0.0005581914596706056
018744,长信90天滚动持有债券A,2025-11-21,1.0753,1.0753,0.0,0.0001393073121167006,0.002143522833177869,-9.298865538403292e-05,0.768634360339381,0.0006886539606908529
017457,建信宁安30天持有期中短债债券C,2025-11-21,1.0751,1.0751,0.0,0.00016545707989243407,0.003547092317744749,0.0,1.0701837877967313,0.0009729483127027598
970165,招商资管增益添彩一个月持有期中短债债券A,2025-11-21,1.0751,1.0751,0.0,0.00016400142598248002,0.001957129543336489,0.0,0.5962045445404102,0.0006748109365909153
022126,国泰利安中短债债券E,2025-11-21,1.0751,1.0751,0.0,5.317984777291913e-05,0.0013039023935921268,0.0,1.2252031741327378,0.00046063437262986134
016691,华安众盈中短债发起式A,2025-11-21,1.0747,1.0747,0.0,4.872687761377656e-05,0.0014910073618488173,0.0,1.5289046185950819,0.0005353194460607398
006510,国联安增盈纯债C,2025-11-21,1.0748,1.2066,0.12262746557499062,0.0001331812798101185,0.0026119402985074203,0.0,0.9794445997050754,0.0007355611214046855
016140,汇添富稳瑞30天滚动持有中短债A,2025-11-21,1.0746,1.0746,0.0,6.24622223555229e-05,0.0012112177396814694,0.0,0.9690325253320133,0.00047482054576433117
018011,交银稳安90天持有期债券A,2025-11-21,1.0745,1.0745,0.0,0.00011707249897647355,0.0018648018648017572,-9.305788200259538e-05,0.7957813609676231,0.0004795225259198622
006994,国泰瑞安三个月定期开放债券,2025-11-21,1.0744,1.2222,0.13756515264333574,0.00024654500818527665,0.002706486234251182,0.0,0.5482954941140531,0.0006892312277631513
009642,富国荣利纯债一年定开债发起式,2025-11-21,1.0743,1.1573,0.07725961090942936,0.006686201245101311,-0.02707842782104697,-8.640055296352946e-05,-0.20190774979291912,-0.0160240704527863
018798,易方达安裕60天持有债券A,2025-11-21,1.0744,1.0744,0.0,6.048668272189553e-05,0.0018649757553150792,0.0,1.5403063214660566,0.000675250890632721
016695,天弘招利短债A,2025-11-21,1.074,1.074,0.0,8.266742204920743e-05,0.0017722227404159963,0.0,1.0710370904380855,0.0007407718003548987
006830,鹏扬利沣短债C,2025-11-21,1.074,1.174,0.09310986964618237,6.393352606989137e-05,0.0008386916410401124,0.0,0.6556783171143888,0.00016762585908259206
471014,汇添富理财14天债券B,2025-11-21,1.0742,1.0742,0.0,4.557278030971925e-05,0.0006520726595251602,0.0,0.7152191511941131,0.00024209918617441292
015612,东方红短债债券E,2025-11-21,1.0739,1.0939,0.018623707980258884,6.12240589004275e-05,0.0013053613053612967,0.0,1.0654212060063577,0.00043784876517329534
016456,蜂巢中债1-5年政策性金融债A,2025-11-21,1.0739,1.1039,0.027935561970388326,0.000384674212278069,0.0038324920545895758,0.0,0.49742586176202336,0.0009647066499514097
016320,红塔红土瑞恒纯债债券A,2025-11-21,1.0738,1.0738,0.0,0.0004068745440910527,0.004772153083185238,-9.311853990128408e-05,0.5853083578880964,0.001072111126649146
007219,蜂巢添幂中短债C,2025-11-21,1.0737,1.1737,0.09313588525658924,0.00011426202157562568,0.001585820895522394,0.0,0.6934725923994445,0.0004938639730892044
005514,南华瑞恒中短债债券C,2025-11-21,1.0737,1.5337,0.428425072180311,0.0001427287121822278,0.001585820895522394,-6.51975485721665e-05,0.5551865016528174,0.0003074429134407906
006907,银华安鑫短债债券A,2025-11-21,1.0734,1.1784,0.09782001117942984,6.125678322656948e-05,0.001305970149253488,0.0,1.0653484172550607,0.0003960949695937908
014638,银华安鑫短债债券D,2025-11-21,1.0733,1.1183,0.0419267679120471,6.126249562998799e-05,0.0013060919861926923,0.0,1.0653483998005324,0.0003961318886169383
019129,中银中债1-3年期国开行债券指数B,2025-11-21,1.0733,1.0823,0.008385353582409502,9.991189678322214e-05,0.0016798880074662126,0.0,0.8400620366433748,0.0004800589120840087
019396,博时双月乐60天持有期债券A,2025-11-21,1.0732,1.0732,0.0,0.00010868127376743265,0.0016800448011946578,0.0,0.7723583319928532,0.00044746066075027595
012128,汇添富彭博政金债1-3年A,2025-11-21,1.0737,1.1187,0.041911148365465146,0.00023518585899283908,0.002614623214119094,0.0,0.5552856921631539,0.0005917628475441293
007035,中银中债1-3年期国开行债券指数A,2025-11-21,1.0731,1.1693,0.08964681763116211,9.993053885205361e-05,0.0016802016241950213,0.0,0.8400620078741371,0.00048481232169148583
017529,财通安益中短债债券A,2025-11-21,1.0731,1.0731,0.0,0.0001726846867414159,0.0028034763106250526,0.0,0.8107357833078781,0.0007600591260716955
009253,蜂巢添元纯债C,2025-11-21,1.073,1.172,0.092264678471575,0.00020646066513230579,0.0027100271002709064,0.0,0.6555606107258027,0.0007601300148761736
016948,国泰利安中短债债券C,2025-11-21,1.0729,1.0729,0.0,6.127560002804582e-05,0.0013065795613627085,0.0,1.065517938012761,0.00047557325226830767
012948,兴证全球恒利一年定开债券,2025-11-21,1.0728,1.1386,0.061334824757643625,0.00014353542863861972,0.0019613337069206427,-0.003936663459014915,0.6826553240242725,0.0006389239960265892
014968,中信建投景润3个月定开债A,2025-11-21,1.0728,1.0728,0.0,0.00035536268001657627,0.0023357937027002063,-0.0002795638803466284,0.32845397544228494,0.00036833099435374056
012625,蜂巢丰远债券C,2025-11-21,1.0724,1.1204,0.04475941812756438,0.0002816503130175279,0.0019620667102682177,-0.0023152270703472267,0.3481256218636709,0.00030781572098852086
020789,银华季季鑫90天持有期债券A,2025-11-21,1.0724,1.0724,0.0,0.00010922934359829804,0.0018684603886398587,0.0,0.8545860348035909,0.0004897959183674484
012016,国投瑞银顺成3个月定开债,2025-11-21,1.0724,1.1479,0.07040283476314799,0.00026602294762374795,0.006003752345215663,0.0,1.1253483073395798,0.001718726647735824
013071,华夏彭博政金债1-5年C,2025-11-21,1.0723,1.1334,0.05698032267089428,0.0003183043709354106,0.0034624742653939222,-0.001233697567853426,0.5431522492653396,0.0007933174669840099
015487,蜂巢丰泰三个月定开债A,2025-11-21,1.0719,1.1069,0.03265229965481847,0.00034725112254681983,0.003088152723189186,-0.00018065215427691986,0.44417094544008656,0.0007095244319137498
013706,同泰泰和三个月定开债A,2025-11-21,1.0719,2.1739,1.0280809777031439,0.0020309668027968515,0.011417248537459956,-0.019086725024817255,0.28052527737048705,0.0014294122593122296
008125,创金合信中债1-3年国开债A,2025-11-21,1.0722,1.1832,0.10352546166759931,0.00038736941354451865,0.003462798315395421,-8.450942280063296e-05,0.4464137149546044,0.0005739162082336279
015340,同泰泰享中短债A,2025-11-21,1.0718,1.0718,0.0,7.482338226871921e-05,0.00130792227204779,0.0,0.8734993938382926,0.00047139210021534666
017444,嘉实30天持有期中短债债券C,2025-11-21,1.0717,1.0717,0.0,7.707414137621563e-05,0.0010274612366898417,0.0,0.6662523501331242,0.0003313591793496281
017305,国寿安保超短债债券A,2025-11-21,1.0716,1.0716,0.0,6.136396454850841e-05,0.0013081666978136397,0.0,1.065275280153425,0.00041543940886242295
018625,国泰海通君增利60天滚动持有债券发起式C,2025-11-21,1.0716,1.0716,0.0,0.0001738412742064347,0.0023384154896644027,0.0,0.671908645974355,0.0005835803823619577
003315,景顺长城政策性金融债A,2025-11-21,1.0716,1.3227,0.23432250839865607,0.0005213792634809993,0.005064715813168252,-0.002262955419778316,0.48478653979467684,0.0011117235451838516
006086,银河睿丰定开债券,2025-11-21,1.0715,1.2302,0.14811012599160064,0.0002394262832235019,0.003089309118142536,-0.0028369944070682166,0.6443171695307566,0.0006957707412059675
019940,长信120天滚动持有债券C,2025-11-21,1.0713,1.0713,0.0,0.00016171183121688892,0.0017766972133907988,-0.00018665422305177602,0.5489542579963349,0.0004295693100742454
970201,银河水星聚利中短债债券A,2025-11-21,1.0712,1.0712,0.0,0.00021244841093335663,0.0024330900243307862,0.0,0.5720709442554966,0.0006445525964258693
013707,同泰泰和三个月定开债C,2025-11-21,1.0711,2.1691,1.025114368406311,0.002032891794329488,0.011330374846567848,-0.020589696121370977,0.2781475858943518,0.0014117559064687406
017659,汇添富稳丰中短债债券A,2025-11-21,1.071,1.071,0.0,0.00010012155079198758,0.0016835016835017313,0.0,0.8401049128186561,0.0006493476158666103
017006,永赢月月享30天持有期短债A,2025-11-21,1.071,1.072,0.0009337068160598618,0.000153048467976928,0.0019646365422396617,-9.327488107451635e-05,0.6413092529445276,0.0004904364884748441
018180,东方红30天滚动持有纯债A,2025-11-21,1.0709,1.0709,0.0,7.098156434756773e-05,0.0019648203592814717,0.0,1.3827793381553362,0.0007475936828332977
001968,光大尊盈半年定开债A,2025-11-21,1.0709,1.2769,0.19236156503875243,0.00673546556232728,-0.027780299591466107,0.0,-0.2057325433203759,-0.020761609539093163
016696,天弘招利短债C,2025-11-21,1.0709,1.0709,0.0,6.26965650050696e-05,0.001589973812196055,0.0,1.2670642990030931,0.0006681087849297283
018420,汇添富稳航30天持有债券A,2025-11-21,1.0708,1.0708,0.0,0.00016581342731658398,0.0023401666198632487,0.0,0.7049581247329081,0.000569992244367822
019397,博时双月乐60天持有期债券C,2025-11-21,1.0706,1.0706,0.0,0.0001105078913343271,0.0015904200580036942,0.0,0.7191051228733363,0.00039713131029962167
022538,天弘招利短债E,2025-11-21,1.0705,1.0705,0.0,8.361005604530594e-05,0.0014968659369445358,0.0,0.8945509416787026,0.0006309443133222547
007384,国融稳益债券C,2025-11-21,1.0704,1.0704,0.0,0.00019097699444671574,0.0022471910112358273,0.0,0.5878043739724605,0.0005935883114517331
009171,永赢中债-1-5年国开债指数A,2025-11-21,1.0704,1.1804,0.10276532137518672,0.004190408299378235,-0.01372892287846672,0.0,-0.1628776457599937,-0.0145869486165643
002864,广发安泽短债债券A,2025-11-21,1.0705,1.2973,0.21186361513311527,0.00014386452837980974,0.001965555971546129,0.0,0.6825587240686134,0.00046728971962632437
020627,广发安泽短债D,2025-11-21,1.0702,1.1187,0.04531863203139599,0.0001406398455327596,0.0019661080423181154,0.0,0.6984016903145555,0.0004487155517331974
009315,交银中债1-3年政金债指数A,2025-11-21,1.0703,1.1613,0.08502289077828643,0.00023611858273444913,0.002810831069052888,0.0,0.5945348734557862,0.0007152641101040422
